text,num1_poltics,num2_poltics,num3_poltics
"呵呵，你連中文都看不懂居然笑我 XD...乖，回去從小學開始學中文
新北巿公文裡面明述下列=>
1.既存""""違建""""
2.98/6/25後的違建優先拆除，此建物先""拍照列管""

來來來，順便來談談這些事
一.2003年有申請建築執照?使用執照?是改建?...不是喔，是新建，所以沒稅籍，當然收不到稅單=>逃漏稅
二.新建完工後有申報公務員財產?沒有，所以涉及公務員財產登載不實
三.2003年後的新建房""""目前""""登載誰名下?賴副的兒子，他的兒子在美國，為什麼國安局人員要替他兒子看守房子??誰在濫權??",0,-1,0
ㄕㄨˊㄏㄨㄟˋ 阿 你怎麼越看越討厭,0,0,0
你根本就不是臺灣人 !,0,0,0
阿北加油,1,0,0
完全沒內涵阿！,0,0,0
謝謝王世堅的肺腑之言，唯一支持柯文哲,1,0,0
果然直球對決，不像XXX一直躲貓貓,0,0,0
19:05是直接承認了吧🤣🤣🤣 今天真的太有趣了哈,0,0,0
這不是韓總的說法嗎？😂,0,0,-
怕被打炒地皮的事情吧，真會躲😉,-1,0,0
所以國民黨一直要藍白合是什麼意思呢？洗這種話不會有人相信的，會投給柯文哲的不會想投給藍的，本來我是柯正就投，柯副就棄票，看來不下架藍綠，藍綠真的不知道問題出在哪,1,-1,-1
如果為了人民為什麼一定要當副的？你以為支持柯文哲的會投給侯友宜這個傀儡？還看不清局勢的到底是誰,1,0,-
說謊成性🤔在說民進黨嗎，要打柯的議題哪個不是迴力鏢到自己身上的笑死,1,-1,0
好了啦，有眼睛的都知道誰比較空洞，不用你來這裡說欸，誰不知道是不是網軍仔呢🤣🤣,0,0,0
八年前報過但是當時有變停車場嗎，而且在八年前的新聞裡早就有柏油路和農舍了，再來土地也不是整筆都他們買的，沒其他人持分嗎🤔,1,-,0
你這種斷章取義的方式，請下去好嗎，有本事就把三方面的整個條件說出來，那怎麼不說時代力量一年都有五千多萬的政府補助金，真的可以下去了,0,0,0
。。壞掉的主持人。,0,0,0
好的~唯一支持柯文哲❤,1,0,0
快8年悶太久了，蠢蠢欲動,0,-,0
這個例子舉的很棒 但是後面的公文例子感覺沒有很好,0,0,0
李伯毅辯的好無力 看不懂在凹啥 侯這件事情真的很嚴重 他們自己竟然不知道,0,0,-1
硬記的手勢😂要演多久,0,0,0
好丟臉的🤡,0,0,0
完全就是魯蛇買不起房白白言論阿😄,0,0,0
沒錯，2024/1/13務必誏坷粉白白抱頭痛哭😂,-1,0,0
政黨票投民眾黨就是投韓國瑜當立法院院長，柯粉不服來切結來戰😏,-1,0,-
"一切都是假的,要房價下降,就是要讓土地降價,平均地權條例確實去實行就可將土地降價,土地降,房價絕對降,但所有政治人物都不敢去做,因為囤地都是大建商,大地主...",0,0,0
咦夜夜秀不是一次錄完全部嗎，還是我誤會了,0,0,0
柯這次讓我太失望,-1,0,0
亦同韓總不錯~但是投柯,1,0,-
發言都在講逼婚！,0,0,-
整天要抗中的請將他們跟他們的子孫優先造冊編列入伍臺灣海岸駐防大隊，讓他們得償一生志願，其他人就負責監督他們有沒有好好駐守海岸線，絕對不能讓他們退縮。,0,0,0
這麼有自信怎麼不敢比民調😂，趙少康還說柯文哲要讓5%，丟臉,-1,0,-1
"M型化全球經濟 是以中國為主全球化之惡果 ！！ 
現大家配合各國正扭轉 關鍵產業去風險在地化， 就業和薪酬 在地化而提升。
臺灣需擁抱自由民主世界， 隨此浪潮而繁榮進步臺灣人永續不敗之生存。",0,0,0
重點在選不上啊.,0,0,0
詭辯，講東你扯西！,0,0,0
人民期待政黨輪替，但期待中沒有侯友宜,0,-1,-1
恭喜從柯粉轉柯黑，你不會是最後一位~,-1,0,0
那有什麼當年副手的事，去谷哥吧，韓要去選總統，柯就酸說他讀得書只適合當北農經理，這些過去都有紀錄，別裝成是惜才，我們更惜才，怎麼不是韓柯配呢😂笑死 韓就是國民黨的 人，吃什麼豆腐阿 還在想當年我要給他有給職，這是嗟來食 很恩惠喔？？植鬥說的很對阿，一直講過去幹嗎，現在都有另一半還一直說我以前本來想找誰，這有意義嗎，阿北這習氣不就老人碎念憶從前喔😂,-1,0,1
"課綱只是建議,  老師選什麼教什麼是自主的.",0,0,0
一堆xx,0,0,0
戰神🎉,1,0,0
這議員學歷是幼稚園嗎,0,0,0
臺北市警察局長張榮興，賴清德愛將,0,-,0
阿北我投你啦,1,0,0
賴清德老家真的都沒人敢報耶,0,-1,0
範雲好像是專業破口3+11死更多人,0,0,0
對比對蕭美琴的訪問，真的是雙標,0,-1,0
可悲白粉😏,-1,0,0
作夢吧！夢裏啥都有,0,0,0
談判專家充滿算計，你真的是為人民還是為黨與自己？晚上睡覺前真的要好好想一想。讓人好失望,0,0,0
藍綠爛很久了，給白機會試試看吧。,0,-1,-1
蔣家時代有三七五減租、耕者有其田、十大建設、經濟起飛，臺灣錢淹腳目……你家主子做了什麼德政？,0,0,0
對~全民調還能剔除不利於己的民調，我也是開了眼界……,-1,0,0
不公平不公正的規則人民不接受，支持柯文哲獨立參選。,1,0,0
你是在告訴大家你不愛你媽嗎？,0,0,0
標題在下什麼？這麼傲慢？道德標準真低，果然是6%黨,0,0,-1
對不起就免了！1500萬免頭期，我們一起炒房！寬限期後等他們四年做完我們再賣！鞦團了兄弟！房地合一稅小錢，因為我們沒拿錢😊,0,0,-1
不能講實話喔,0,0,0
好的 投柯,1,0,0
搶到凱道，擺明就是天意！！！,0,0,0
分享出去！讓所有納稅的社會百姓知道！這個執政政府是怎樣在做事的？爛！,0,0,0
不是蠢，是從來就不帶腦選,0,0,0
到時先苦不知道是誰，我是有年紀沒差，頂多移民,0,0,0
像是猴都記得要請假還記得每天說好好做事情,0,0,-
年經人你才讓臺灣人失望，我住嘉義民雄67年，你沒有下港人鬥志，科就是共匪,0,0,0
用哥布林的邏輯才有辦法讓他自己繞進去 這個我知道啦 不然民進黨執政就帶頭違憲了,0,-1,0
"柯文哲勾結財團，唯一支持最清廉、最會還債的民進黨。

柯文哲支手遮天阿，背後財團勢力龐大，藍綠議員全都被柯老大打壓，就連國會過半掌握國家機器的民進黨也拿柯沒辦法，我想這幕後不僅有財團勢力，更是有中共的陰謀，甚至有不可知的外星人勢力介入，釋放高科技將臺灣人洗腦了，不然臺灣人怎麼還傻傻的相信柯文哲很清廉呢？

明明全臺灣最大的貪污犯，竟然還大搖大擺的出來選總統，你看陳水扁前總統雖然犯錯了，但民進黨都懂得知恥，陳前總統都不敢如此了，我看柯老大選上後，臺灣人肯定被賣給外星人，然後進行改造，一想起來不禁令人擔憂，所以唯一支持賴神，再給賴神8年，賴神一定會消滅白蓮教主柯媽寶，小英總統做不到的事，賴神鐵定能做到，我沒有特定的立場，神經錯亂的藍白粉退散，阿彌陀佛！賴神愛世人。",-1,1,-
"奇怪？吳子嘉之前幫柯文哲時，幫柯文哲說了一堆好話，現在柯文哲不理吳子嘉後，吳子嘉對柯文哲就沒一句好話。

若柯文哲不好，那是否代表活了60幾年的吳子嘉識人不清，就像那個姚立明一樣。

若柯文哲是好的，那你們這些分手後又大肆批評柯文哲的人，你們意圖是什麼？

吳子嘉，姚立明應該都是聰明之人阿！",1,0,0
臺灣是挺烏克蘭的，這真的是很低能的比喻,0,0,0
"我投24年的票，幾乎都投民進黨。

我不相信民進黨內，沒有因為利益而組成的派系。

我也不相信賴清德上臺能改變黨內的問題。",0,-1,0
"我之前24年也都支持綠的，對我而言，當初的民進黨的形象是臺灣本土政黨，為臺灣拼民主與言論自由，愛這塊土地，顧臺灣主權，以清廉，勤政，愛鄉土為黨旨，這才是原本綠色的理念，而柯文哲指他是墨綠的，那是他更加支持與認同上述的理念，正確的理念不會變，但政黨卻會因權力與利益而改變，像現在的民進黨已經隨權力而變質。

所以政治上的顏色屬性，應該說成是種理念，而非單純的指政黨。",-,-1,0
"吳子嘉言論的可信度就跟美麗島民調一樣。考驗選民的智慧啊！

超精采！！！請轉傳！！！

資深媒體人王尚智上黃光芹節目品觀點，以負責的態度爆料指出吳子嘉為侯選人辦董事長開講時，對外宣稱不收錢，但私下卻每場收1000萬，郭臺銘買了三場，侯友宜買了一場，柯文哲以為吳子嘉不收錢，然後去了一場，結果吳子嘉後來跟柯文哲要錢時被柯文哲拒絕，於是吳子嘉開始對柯文哲不滿……精彩內容去品觀點看喔，精彩內容開始於4分鐘時。",1,0,-
全粒支持這個曾任桃園航空城董事長的傻川阿。,0,0,0
賴副都說了，這些問題是之前藍綠執政下的中央政府沒解決，地方政府也沒解決，所以你們在吵個屁哦，只要賴副上臺，這些問題就解決了，怎麼臺灣那麼多人聽不懂人話阿！,0,-,-
那你的論點跟我的論點有哪裡不同？你應該把別人的留言看清楚ok？,0,0,0
"選民基本盤
中間選民＜藍＜綠
打統獨意識的基本盤
藍＜綠
藍白破局的基本盤
藍＜中間選民＋藍綠流出的票＜綠

希望藍營朋友這次理性思考，大家先放下政黨支持，將票集中在第二名身上。

藍營的朋友，爭論韓粉或柯粉對於這場選戰一點意義也沒有，這場選戰下架民進黨才是主要目的。

現今臺灣，分為藍，綠，與中間選民，試問如果今天一樣是藍綠對決，請問藍營的有辦法贏嗎？說句難聽點，就算2018年因全臺仇恨民進黨，國民黨在地方大選獲勝，但韓國瑜這國民黨的政治明星卻在後續總統大選中大敗，這原因你們藍營的還不自知嗎？民進黨除了善於打抹黑抹紅的選戰，反中守護臺灣更是民進黨的逆轉牌，藍的不投綠，綠的不投藍，但中間選民會因統獨問題而把票投給綠的。

這次大選，我想藍營又中民進黨計謀了，若只比較藍綠的基本盤，綠的仍是大於藍的，但藍的推出的侯友宜，請問能說服中間選民轉投藍的嗎？上一次韓國瑜就說服不了，這次藍營怎麼還會傻傻的以為中間選民會因討厭民進黨而把票投給藍的呢？這麼多年的統獨意識，不可能讓中間選民一下子去認同國民黨的。

所以藍營的朋友別忘記，先別幻想國民黨能執政，下架民進黨才是最主要的目的。

如今綜觀各機構做的民調， 各民調侯友宜雖然是第二名，但這個是事實嗎？50歲以下的票，請問柯文哲跟賴清德分去多少？而為何網路上的街頭民調又為何與這些機構民調不同呢？為何是柯文哲是第二，緊咬著賴清德不放呢？因為機構民調將侯友宜排第二名，這樣藍營才不會發生棄侯保柯的現像，只要藍白票數不集中，那賴清德有望低空當選。

這次投柯的很多是沒有政黨顏色的選民，但裡頭也有藍綠流出來的支持者，像我原本是深綠，但民進黨我已經投不下去，家裡原本9張綠營票，現在是6白3綠，但侯友宜我們真的投不下去，我選擇去投柯文哲，我也認為現階段柯文哲算是最好的人選，除了有讓人可接受的政見之外，二岸的問題他算是走中立的立場，希望藍營的支持者們先放下己見，藍白的政治人物檯面上合不了，那身為公民的我們應該理性思考，如何讓公民的力量能先團結，讓下架民進黨能夠先實現，更何況讓藍綠去共同監察白的，對藍綠基本選民來說也蠻公平的，大家可以先安靜個4年，好好的面對臺灣的問題。",1,-1,-1
一哥應該受到委屈，我不喜歡也不鼓吹選民之間的彼此仇恨，但我希望不管哪個政黨的支持者，我們保持理性，這才是民主臺灣。,-,0,0
讚喔！勇敢面對！任何人都歡迎來臺灣，只要喜歡這個民主的國家就好，越來越多外國人喜歡臺灣；如果不滿外國人的，應該修法，而不是謾罵，我們是“法治”國家，既然法條沒有限制，那對任何外籍人士都歡迎，不然請“立法”永遠不準“任何”外國人入籍！,0,0,0
論文抄襲者，藥膏人?😂,0,0,0
讓6%，我一奸承擔！😂,0,0,-1
6%侯還有臉可以丟啊！,0,0,-1
你若不棄，我必生死相依！😮😮😮,0,0,0
陰險蠻橫寫在臉上！,0,0,0
賴當選，新潮流繼續發大財！😂😂😂,0,1,0
"軍人，領的是國家薪水，僱主是國家的，福利待遇由國家負擔，這樣有問題嗎？
而礦工是受僱於礦主業主，是私人企業的聘僱關係，為什麼福利事項也要由國家負擔？
如果照你的認知，是不是每一位私人企業的勞工都有權利要求政府配給一間房子呢？😁😁😁",0,-1,0
看來貪污的錢你拿不少麻,0,0,0
柯文哲不懂為什麼年紀大的人多數支持國民黨而不支持他或民進黨，因為年長者經過了國民黨主政時期的美好歲月，累積了財富，看到民進民衆黨這幅德行，不禁感嘆江河日下，當然希望國民黨重新執政，再創榮景,-,-,-1
不由得佩服早早看穿他，稱他為檳榔柯的人！好眼力👍,-1,0,0
沒錯管他白藍 藍白！爛戲真的很沒營養,-1,0,-
你在自我介紹嗎？😅,0,0,0
"所以呀為什麼選舉要選到這麼沒人性？民眾黨國民黨點這把火！
燒到自己了吧",-1,0,-
吳變成是柯黑..國民黨持續提出砒霜整合方案..當然要唾棄踢到水溝..柯郭合很棒..為何在吳眼中變成是活寶?,-,0,-
吼友宜顛倒是非惡意抹黑！,0,0,-1
國民黨唯一正常的領袖,0,0,1
柯這種人就是自以為聰明 這種人最要不得就是極力隱藏自己什麼都不會的事實！只有學歷⋯聰明到只剩下學歷,-1,0,0
原來真正需要下臺階的是柯P！,-1,0,0
有公開透明嗎?根本是黑箱,0,0,0
支持賴上臺，習也早看出臺灣的狀況了，所以這次赴美跟拜登攤牌，大陸可是準備這一次不惜代價拿下臺灣的，大量的溫壓彈在等臺獨連任慶賀時上演臺北大驚奇，反正都不是中國人了，順著臺獨們搞的洗腦，幹掉了就完事了，地毯式全島大轟炸在等著臺灣了，很快回到光復前，學哈馬斯挖地道也沒用，大陸有的是方法解決這些麻煩！光是無人的戰具就夠臺獨們搞的人人有步槍玩的了，被當靶打是跑不掉的，臺軍的戰力比起緬軍都高不到那裏去，打消耗是講好笑的事。,0,1,0
珍重再見  下次再來❤,0,0,0
癩蛤蟆想吃的是天鵝肉，但想苟合的應該是癩蛤蟆🐸或着是蛤蟆。,0,0,0
"房價不降下來，低薪就很難改變的了，
房價不降又強拉最低薪資，
死的就是中小企業主，
最後又變成失業率上升，
房子不是用頭期款來解決，
這是短期治標不治本，
到時反而讓問題更嚴重，
人民的錢都壓在房地產，
還能有多少熱錢在中小企業和服務業中流動，
這些業者老闆都賺不到錢是要拿什麼來拉高薪資?

緯翰總愛拿這些民調講，
說也奇怪，我從客戶、朋友、親戚及網路上的朋友，
問的到的八成都是支持柯P，
真不知道為啥這些民調可以跟實際問得到的落差如此之大，
更怪的是，我都快五十歲了一輩子都沒接過任何一通民調。

曾經沒有把任期做滿就離開的人，
我實在很難投的下去，不論他後來用各種方式，
我都無法接受背棄選民的人。
侯韓賴菊...",-,0,-
"凌濤沒有料,拷問他不如在家烤肉搵萬家香.",0,0,0
公然違憲,0,0,0
睜眼說瞎話！換位思考一下～你會用你所有資源去支持一個整天說瞎話 渾話的人當正的嗎！一開始我也不喜歡侯，但是到後來看到柯越來越離譜！光是站他旁邊的「潛艦國造黃曙光妹三三」就覺得～都差不多啦！合才是國家災難的開始！,-1,0,-
"我之前 1300 字回復過一條說這裏“只調查年輕人，柯文哲當然支持度高，這種民調沒什麼意義”的評論，分享如下

背景：
此前，街頭有派對 在全臺環島，已用幾個月時間做完了 全區域、全族羣、全年齡層 的民調（常見早市和 日間或夜市 搭配）

近期他們又分別針對特定族羣做了民調（特定學校大學生、年輕“同志”和“獨立音樂愛好者”）

今天他們做了三場（以中老年爲主的 早市 的票數上，綠 等於 藍白 之和）

背景的背景：
街頭有派對 2014年 註冊，是臺灣第一個開始街頭選舉民調的頻道

第一支民調視頻發佈在五年前，累計已經發布過上百個視頻

和傳統民調最大的不同是：
我們不但可以看到民調的結果（剪輯版），還可以看到民調的整個過程（直播），並部分反映出投票率和原因
包括中間主持人自己的的尷尬錯誤，包括遇不上人的漫長等待，包括被別人拒絕和嘲諷

然而最重要的是，有機會看到 大量 的真實的普通臺灣人講出自己支持或者討厭一個候選人的實際理由
看到普通民衆所真實在乎的，他們願意爲自己的民主權利所付出的做功課的努力程度、信息源廣度、表述中的邏輯一致性和清晰度

從結果上看，街頭有派對 則是臺灣目前唯一一個在三腳督的的情況下投票最終名次預測正確率達到百分之百的團體，也遠比 美麗島 之流的所謂“專業民調”有參考價值

我的觀點：
無論哪個候選人，都有 狂熱粉絲型 的支持者，他們通常在旁人看來都是“喪失理性、容易過度打擾和冒犯他人”而有些難看的

只要去顏色傾嚮明顯的相應媒體評論區，這類羣體永遠未曾缺席（他們一次次的震驚了我），無論他們所崇拜的人本身自身如何溫和理性

嗓門過大的狂熱者很容易引起注意，其實如果做全樣本分析，會發現他們其實只佔了一小部分人

而我們若爲了一小部分人的言行給所有相近羣體貼上同個極簡標籤，則容易讓人陷入對立的同溫層，並且因爲 標籤-算法推薦 織出的 信息繭房 而越陷越深

我自己的解法是這些，供參考：
1.
如果一件事情對自己重要，做決定之前，做功課
很重要，做很多功課

如果一件事對別人很重要，評論之前，做功課
很重要，做很多功課

2.
如果我因爲有某個自然傾向而不自覺加入了某個陣營，就刻意去看“敵對”陣營的媒體內容與評論
（我會自己去找未經剪輯的整個視頻、採訪，來判斷一個媒體、名嘴是否可信）

對於評論區內容，如果時間有限，快速忽略哪些只有幾個字的內容（那些通常只是“情緒”），重點看那些 長且分段 的內容，以判斷：
對方看起來做了很多功課了嗎？
對方有刻意忽略重要事實嗎？
對方雙標嘛？
我應該修正自己的傾向嗎？
（注：如果評論數過多且一邊倒，那些傾向性和主流評論相反的意見通常會被排到評論區的尾部，要全看完或拉很長才能看到）

3.
把候選人、候選人幕僚、候選人支持者分開
把支持者也分開
（分爲 狂熱粉、溫和粉、不喜歡但基於理性而選擇的“非粉支持者”）

對自己關心的議題，找到候選人的論述原文，對比着細讀
找到候選人的歷史所爲，尤其是那些“這樣做才正確，但做了肯定掉票的艱難的選擇”的所爲，這些選擇更能看出候選人心底真正更在乎什麼

最後，
推薦回看之前的“同志民調”，那集中 賴 拿到了 80%+ 的支持度，也是 街頭有派對 史上最高 和 唯一一次達到 80%——可能也是唯一一次有候選人拿了 0 票。無論是視頻中的同志發言，還是評論區的高質量留言交鋒，我都有看到更多，也學到不少

希望大家不是僅用 口號和互嗆 把人擠開，而是更多用 證據、分析、理性 和 行動 讓人看清，一起努力讓臺灣更好
：）",1,-,0
"我更願意相信能看到 原始數據、調查過程，且 對比歷年真實選舉結果也完全符合現實結果 的民調。

因此，如果 美麗島 等也開放原始數據，且開始總是符合現實結果，我也會相信。

期待您親自分析對比",0,0,0
貼標籤人人都會。直接逐條反駁我才更能幫助讀者,0,0,0
阿伯 、請問匯款的帳號在哪？想再支持一些。,1,0,0
講成這樣、還支持的下去、牛啊！,0,0,0
母兒丼！！！番號,0,0,0
怎麼不可能  蔣中正都跳過短視頻了XD,0,0,0
內心深綠？我看是黑心。,0,0,0
柯文哲和這張照片看起來很恐怖，我再討厭他，也希望以後大家不要再用這一張照片。,-1,0,0
唯一不投國民金光黨,0,0,-1
你的老闆是人民，既不是賴也不是侯，你還活在哪一個朝代嗎？,0,0,-
現在老年人都怎麼？自己假想別人自詡為神，然後在那邊說生氣氣😢,0,0,0
應該從鴻海做起，公開讓所有員工每人先拿46萬！,0,0,0
"沒有建照 、執照、門牌，連罰單都沒有！廖先翔居然還說要申請合法？
光是停車場，一個月租金都超過10萬元了，北市府知情還幫停車場畫2處黃網線！
侵佔國有地12年，新北市府還限期30天，不改善才要罰6萬元！
侯市長的房子也可比照辦理，非法侵佔10年，限期30天不改善，罰6萬元？",-,0,-1
看到同為汐止的廖先祥家族，應該很羨慕吧！,0,0,0
"黃昭順還沒跳蓮池潭，他女兒要接棒當立委，是不是要接棒去跳蓮池潭？
張家是黨工+林北好油立大功？
立法院登錄(陸)大作戰，搶救義川大師，政黨票投民進黨！",0,1,0
